labels,text,text_de,text_fr
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight","Der Kerl (Kadeem) hat seit der Pause nicht mehr verkauft, ich kenne einen anderen Kerl, aber er ist total paranoid und mag es nicht, ohne mich zu verkaufen, und ich kann nicht bis spät nacht da oben sein.","Le type (kadeem) n'a pas vendu depuis la pause, je connais un autre gars mais il est paranoïaque et n'aime pas vendre sans moi là-bas et je ne peux pas être là-haut jusqu'à tard ce soir"
ham,"Sorry, I'll call later","Tut mir leid, ich rufe später an.","Désolé, je t'appelle plus tard."
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,Später komme ich n n n n lar... Mayb ü neva set richtig u got da help sheet wif u...,Tmr puis ü brin lar... Aiya plus tard je viens n c lar... Mayb ü neva set correctement ü a obtenu da help sheet wif ü...
ham,Do u knw dis no. &lt;#&gt; ?,Ist u knw dis no. &lt;#&gt;?,Est-ce qu'il n'y a pas de &lt;#&gt;?
ham,Then she dun believe wat?,Dann glaubt sie an Wat?,Alors elle doit croire wat?
ham,K..give back my thanks.,"K., gib mir meinen Dank zurück.",Rends-moi mes remerciements.
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,"Ich weiß, nur beschweren num..bettr direkt gehen, um bsnl offc nd beantragen..",Je sais se plaindre num seulement..bettr directement aller à bsnl offc nd postuler pour elle..
ham,Okay. I've seen it. So i should pick it on friday?,"Okay, ich habe es gesehen, also sollte ich es am Freitag aussuchen?","Je l'ai vu, alors je devrais le choisir vendredi?"
ham,How much she payed. Suganya.,Wie viel sie bezahlt hat.,"Combien elle a payé, Suganya."
ham,Left dessert. U wan me 2 go suntec look 4 u?,Linker Nachtisch. U wan me 2 go suntec look 4 u?,Un dessert à gauche.
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?","Abeg, mach Profit. Aber es ist ein Anfang. Benutzt du es, um Sponsoren für die nächste Veranstaltung zu bekommen?","Abeg, fais du profit. Mais c'est un début. Est-ce que tu l'utilises pour obtenir des sponsors pour le prochain événement?"
ham,Onum ela pa. Normal than.,Onum ela pa. Normal als.,Onum ela pa. Normal que.
ham,K.k..how is your sister kids?,K.k..wie geht es deinen Schwesterkindern?,Comment vont vos enfants soeurs?
ham,"Cool, I'll text you when I'm on the way","Cool, ich simse dir, wenn ich unterwegs bin.","Cool, je t'enverrai un texto quand je serai en route."
ham,Nope. Meanwhile she talk say make i greet you.,"Nein, in der Zwischenzeit sagt sie, ich grüße dich.","Pendant ce temps, elle dit que je te salue."
ham,i cant talk to you now.i will call when i can.dont keep calling.,"Ich kann jetzt nicht mit dir reden. Ich werde anrufen, wenn ich kann.",Je ne peux pas te parler maintenant. Je vais appeler quand je ne peux pas continuer à appeler.
ham,Anything lar...,Irgendetwas Lares...,N'importe quoi...
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....","Rose braucht Wasser, Jahreszeit braucht Veränderung, Dichter braucht Phantasie..Mein Telefon braucht ur sms und ich brauche ur schöne frndship für immer....","Rose a besoin d'eau, la saison a besoin de changement, le poète a besoin d'imagination..Mon téléphone a besoin d'ur sms et j'ai besoin d'ur belle frndship pour toujours...."
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(","Guten Tag, Babe. Wie geht es an diesem Tag? Irgendwelche Jobaussichten noch? Ich vermisse dich, meine Liebe... *seufzt*... :-(","Bonjour, bébé. Comment ça se passe ce jour-là? Tu me manques, mon amour... *soupirs*... :-("
ham,They will pick up and drop in car.so no problem..,Sie werden abholen und fallen in car.so kein Problem..,Ils vont prendre et tomber dans la voiture. Donc pas de problème..
ham,S.i think he is waste for rr..,"S.i. denkt, er ist Verschwendung für rr..",S.i pense qu'il est un gâchis pour Rr..
ham,He is world famamus....,Er ist Weltfamamus...,C'est le famamus du monde...
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,Gibt es kommen Freitag ist für pongal?do Sie erhalten irgendwelche Nachrichten von Ihrem Arbeitsplatz.,Y a-t-il un congé pour le pongal vendredi?Vous avez des nouvelles de votre lieu de travail.
ham,Lol well don't do it without me. We could have a big sale together.,"Lol macht es nicht ohne mich, wir könnten zusammen einen großen Verkauf machen.","Ne fais pas ça sans moi, on pourrait faire une grosse vente ensemble."
ham,* Am on my way,* Bin auf dem Weg,* Je suis en route
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,Essen Sie an der alten Flughafenstraße... aber jetzt 630 oredi...,Mangez sur la vieille route de l'aéroport... mais maintenant 630 oredi...
ham,"sry can't talk on phone, with parents","sry kann nicht telefonieren, mit Eltern","Sry ne peut pas parler au téléphone, avec ses parents."
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","Letzte Chance! Anspruch ur 150 £ Rabattgutscheine heute! Text JA bis 85023 jetzt! SavaMob, Mitglied bietet mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","Chance finale! Réclamez une valeur de £150 de bons de réduction aujourd'hui! Texte OUI à 85023 maintenant! SavaMob, membre offre mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,Ok lor wat time ü finish?,"Ok, die Zeit ist vorbei.",Ok lor wat temps ü fini?
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!","Prinzessin, ich mag Liebe machen &lt;#&gt; Zeiten pro Nacht. Hoffe, das ist kein Problem!","Princesse, j'aime faire l'amour &lt;#&gt; fois par nuit. Espérons que ce n'est pas un problème!"
ham,Mm i am on the way to railway,Ich bin auf dem Weg zur Eisenbahn,Je suis sur le chemin de fer
ham,i dnt wnt to tlk wid u,n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n t n n n n n n,"Il s'agit de l'ensemble de l'industrie de l'Union européenne, de l'industrie de l'Union européenne, de l'industrie de l'Union européenne et de l'industrie de l'Union européenne, de l'industrie de l'Union européenne et de l'industrie de l'Union européenne, de l'industrie de l'Union européenne, de l'industrie de l'Union européenne, de l'industrie de l'énergie et de l'industrie de l'énergie, de l'industrie de l'énergie et de l'industrie de l'énergie, de l'industrie de l'énergie et de l'industrie de l'énergie, de l'énergie et de l'industrie de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie, de l'énergie et de l'énergie"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.","Ich hoffe, Ihr nächster Raum gibt Ihnen alles, was Sie wollen. Denken Sie daran, alle Möbel gehört Ihnen. Wenn ich nicht da bin, wenn Sie es bewegen, sperren Sie einfach alle Schlösser und lassen Sie den Schlüssel mit Jenne.","J'espère que votre prochain espace vous donnera tout ce que vous voulez. Rappelez-vous que tous les meubles sont à vous. Si je ne suis pas là quand vous le déplacez, verrouillez tous les verrous et laissez la clé avec Jenne."
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,"Noch nicht. Nur möchte ich in Kontakt bleiben und es wird der einfachste Weg sein, das von barcelona aus zu tun. Übrigens, wie ru und wie ist das Haus?",J'aimerais rester en contact et ce sera le moyen le plus simple de faire ça de Barcelone.
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","Sppok up ur mob mit einer Halloween Sammlung von nokia logo&pic Nachricht plus eine kostenlose unheimliche Ton, txt CARD SPOOK bis 8007","Sppok up ur mob avec une collection d'Halloween de nokia logo&pic message plus un ton d'eerie GRATUIT, txt CARD SPOOK à 8007"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",Dringend! rufen Sie 09066612661 aus dem Festnetz. Ihre komplementäre 4 * Teneriffa Urlaub oder £ 10.000 Bargeld warten Sammlung SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Absender: Hol Angebot,"Urgent! appelez le 09066612661 de la ligne fixe. Votre complément 4* Tenerife Holiday ou £10,000 en espèces attendent la collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ expéditeur: Hol Offre"
ham,K.:)do it at evening da:)urgent:),K.:) tut es am Abend da:) dringend:),K.:)faire le soir da:)urgent:)
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,"Pansy, du lebst seit zwei Jahren in einem Dschungel.",Tu vis dans la jungle depuis deux ans!
ham,Mm have some kanji dont eat anything heavy ok,Mm haben einige Kanji dont essen etwas schwere ok,Mm ont un peu de kanji ne mangent rien de lourd ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,"Nur, wenn du versprichst, dass du so schnell wie möglich rauskommst, und mir morgen früh simst, damit ich weiß, dass du es geschafft hast.",Seulement si tu promets de sortir aussi vite que tu peux et que tu m'envoies un texto demain matin pour me faire savoir que tu as réussi.
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,"Ich versuche nicht, jedes echte Lebensfoto zu finden, das du je gemacht hast.",Je n'essaie pas de trouver toutes les vraies photos que tu as prises.
ham,I dont thnk its a wrong calling between us,Ich schneide es nicht falsch zwischen uns auf.,Je n'ai pas tort d'appeler entre nous.
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,K krank drink.pa dann was tun. Ich brauche srs model pls senden es an meine mail id pa.,J'ai besoin de srs model pls pour l'envoyer à mon mail id pa.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,Aiyah e regen wie ziemlich groß leh. Wenn Nieselregen kann ich zumindest nach Hause laufen.,Aiyah e pluie comme assez grand leh. Si bruissant je peux au moins courir à la maison.
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,"Ich habe 2 docs Termine nächste Woche.:/ Ich bin es leid, dass sie schieben Sachen in mich. Ugh warum konnte ich nicht einen normalen Körper gehabt haben?",J'ai 2 rendez-vous de docs la semaine prochaine.:/ J'en ai marre d'avoir poussé des trucs sur moi. Pourquoi n'aurais-je pas pu avoir un corps normal?
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b traurig.. Es ist vorbei.. Dun thk abt es bereits. Konzentrieren Sie sich auf ur andere Papiere k.,Dun b triste.. C'est fini.. Dun thk abt déjà. Concentrez-vous sur les autres papiers k.
ham,"Greetings me, ! Consider yourself excused.","Grüßt mich, haltet euch für entschuldigt.","Je vous souhaite la bienvenue, je vous prie de m'excuser."
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,"Kein Drama Pls.i haben genug von dir und der Familie gehabt, während ich in der heißen Sonne an einem seltsamen Ort kämpfe.Es gibt keinen Grund, warum es ein Ego geben sollte, nicht zu gehen 'ICH NICHT INVITIERT', wenn tatsächlich seine Notwendigkeit zu gehen.",Pas de drame Pls.i ont eu assez de vous et de la famille pendant que je lutte dans le soleil chaud dans un endroit étrange.Aucune raison pourquoi il devrait y avoir un ego de ne pas aller 'SI PAS INVITED' quand en fait sa nécessité d'aller.attendre pour des reppurcussions très graves.
ham,they released another Italian one today and it has a cosign option,sie haben heute einen anderen italienischen veröffentlicht und es hat eine Cosign-Option,ils ont sorti un autre italien aujourd'hui et il a une option de cosign
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget","Sie sollten versuchen herauszufinden, wie viel Geld jeder für Gas und Alkohol hat, jay und ich versuchen, herauszufinden, unser Unkraut-Budget","Tu devrais essayer de comprendre combien d'argent tout le monde a pour l'essence et l'alcool, Jay et moi essayons de trouver notre budget de l'herbe"
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,"WINNER! Als geschätzter Netzwerk-Kunde wurden Sie hvae ausgewählt, um eine 900 £ Belohnung zu erhalten! Um zu sammeln, rufen Sie 09061701444. Nur gültig 24 Stunden. ACL03530150PM","WINNER! En tant que client de réseau apprécié, vous avez été sélectionné pour recevoir une récompense de £900! Pour collecter l'appel 09061701444. Valable 24 heures seulement. ACL03530150PM"
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,HCL chennai benötigt FRESHERS für den Sprachprozess.Ausgezeichnetes Englisch erforderlich.Salary upto &lt;#&gt;.Call Ms.Suman &lt;#&gt; für Telephonisches Interview -via Indyarocks.com,HCL chenni a besoin de FRESHERS pour le processus vocal.Excellent anglais nécessaire.Salary upto &lt;#&gt;.Appelez Mme Suman &lt;#&gt; pour l'entrevue téléphonique -via Indiarocks.com
ham,Dai what this da.. Can i send my resume to this id.,"Dai, kann ich meinen Lebenslauf zu dieser ID schicken?",Dai ce que ce da.. Puis-je envoyer mon CV à cette identité.
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5","Ich weiß, wo die &lt;#&gt; ist, ich werde dort um 5 sein","Je sais où est le &lt;#&gt;, je serai là autour de 5"
ham,Yup i've finished c ü there...,"Ja, ich hab's geschafft...","Oui, j'ai fini."
ham,Remember to ask alex about his pizza,"Denken Sie daran, Alex nach seiner Pizza zu fragen.",N'oubliez pas d'interroger Alex sur sa pizza.
ham,No da..today also i forgot..,Nein da..heute habe ich auch vergessen..,Pas de da..aujourd'hui aussi j'ai oublié..
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry","Ola würde zurück zu Ihnen vielleicht nicht heute, aber ich habe ihm gesagt, dass Sie seine direkte Verbindung in den USA in immer Autos, die er bietet für Online sein, Sie arrangieren Versand und Sie erhalten einen Schnitt. Oder U?????? Für eine Partnerschaft, wo U????? Investieren Sie Geld für den Versand und er kümmert sich um den Rest!U??Wud b selbst abhängig bald dnt Sorge","Ola vous rappellerait peut-être pas aujourd'hui mais je lui ai dit que vous pouvez être son lien direct aux États-Unis pour obtenir des voitures qu'il offre en ligne, vous organisez l'expédition et vous obtenez une coupe. Ou U?????? Pour un partenariat où U?????? Investir de l'argent pour l'expédition et il prend soin du reste!U???Wud b auto-reliant bientôt dnt s'inquiéter"
